wav_file,label,transcription
Ses01M_script02_2_M006,2,it s not just me okay ? look at like all the people .
Ses05F_impro08_F024,5,well i ll give you my direct line and my number so you can you can get directly to me .
Ses05M_impro04_F031,5,okay . all right .
Ses03M_impro05b_F016,5,okay . so if you can just give me your name your name and your address and your phone number i can contact you as soon as we find out more information .
Ses01F_script01_3_M014,4,you felt something that far back ?
Ses05F_impro02_F008,2,i don t know sigh .
Ses05F_script03_2_M013,0,you needn t be so grand simply because you don t happen to want any at the moment .
Ses01M_script03_1_F002,3,what we re going to do ?
Ses05M_impro05_F020,5,yeah . let me just call security .
Ses03M_script01_1_M029,5,then i guess that s the end of it .
Ses04F_script03_1_M002,3,it must be them then .
Ses01M_script02_2_M051,5,are you cold huh ? do you want to go home ?
Ses04F_script03_1_M001,3,i wonder .
Ses05M_script03_2_F039,0,this is the end ! do you understand me ? this is the end .
Ses05F_script01_3_M008,1,anne i love you . i love you a great deal . i love you !
Ses05M_impro07_F035,1,you ve got a lot oh awesome .
Ses04M_script01_1_M034,2,father forgot about larry we d have a regular wedding and everything happy . if i can t get that here then i ll have to get out .
Ses03M_script01_3_M002,4,why ?
Ses04M_impro02_M003,2,it s look it s only a year . it ll go by quickly . okay .
Ses01F_script02_2_F037,4,don t be ridiculous . anything that anything i am doing i d rather be doing it with you .
Ses01F_script03_1_M002,3,it must be them then .
Ses04M_impro03_F008,1,yeah i would love to . thanks . laughter 
Ses04F_impro08_M024,0,attached to it and you don t send it to me i m going to get very upset .
Ses04M_impro05_F000,5,hi how can i help you ?
Ses02M_impro06_F009,2,she really cared about you you know .
Ses04F_impro07_F044,1,party .
Ses05F_script01_3_M004,5,what ?
Ses03M_script03_2_F028,0,mind your business .
Ses04F_script01_3_M024,2,yes . i suppose i have been but it s going from me .
Ses01F_script01_1_F009,2,what do you want to do ? argue with him ?
Ses05M_script03_1_F026,1,oh it burnt my comb and all the towels in the bathroom .
Ses02F_impro04_M017,5,well you ve gotta live .
Ses04M_script01_3_F012,1,every day since .
Ses04F_impro07_M032,5,a party celebrating your acceptance .
Ses02M_impro07_M009,1,it was you know i wasn t too sure i mean you know it was kind of last minute for like the application
Ses02F_script03_1_F001,3,well nobody know we re here except freda and she wouldn t ring up .
Ses05M_impro02_F002,3,what ? no you can t !
Ses05F_impro07_F029,1,better than if i d picked up and moved to boston .
Ses04F_script02_1_F009,2,that s my point .
Ses04M_impro04_M002,2,i i m not kidding . i ve tried everything . like i ve gone to every business and local you know 
Ses05M_script01_1_M024,2,i don t know why it is but everytime i reach out for something i that i want i have to pull back because i might hurt somebody else . my whole bloody life time after time after time .
Ses04F_impro07_F063,1,social life . hello .
Ses05F_impro06_M004,2,it s the worst when they go like that . garbage was he young ?
Ses02M_script03_2_M026,0,what riotous time you must have had .
Ses05F_script02_1_M024,1,there s there s mystery here and magic . a little bit of the unexplainable . i can t understand how you could not be interested .
Ses05F_script01_1_F006,2,he is thinking about him again .
Ses03F_impro05_F002,0,where ? i don t know . the lost and found . what do you mean lost and found ?
Ses02F_script02_1_M039,1,all as one this time release instinctual little firecracker went off and they all turned and formed a line as long as the california coast and started swimming . and they re swimming right now as if that s all that matters .
Ses05M_impro01_F016,2,they re different forms we process them all different 
Ses02M_script03_1_M006,3,what do we do if they suddenly walk in on us ?
Ses02F_impro07_M002,1,oh no way .
Ses01F_script03_1_M003,3, breathing 
Ses03F_impro07_F003,4,pregnant ? what are you talking about ? no .
Ses05F_impro05_M032,5,well it s like any kind of insurance . you don t when you get it then you get more . you know like if you 
Ses03M_impro04_F026,4,what ? you can t . . .what ? now come on . stop it . don t be talking like that .
Ses05M_impro07_M039,1,and yeah well i mean basically i just applied for any and every possible scholarship and grant that could come by so i can go .
Ses05F_impro06_M002,2,that s the worst . i m so sorry . did you know him well ?
Ses01F_impro05_F017,0,i don t care what you re freaking sign says . somebody somebody needs to replace everything i ve got there and give me money for my inconvenience .
Ses05M_script03_1_F000,3,do you think it s them ?
Ses05M_impro04_F036,5,okay . well that s good . yeah i mean you re you re when you re happy you re a pretty personable guy . and i don t i don t
Ses05F_impro05_M003,5,so you haven t seen your bags since africa . you flew threw heath row to here .
Ses01M_script01_1_F024,0,from father s point of view he is not dead and you have no right to take his girl . i m just saying that you can go on from there if you know where to go but i m saying i don t know where to go . see i don t know .
Ses03M_impro08a_F034,2,sara brown . sara brown um yeah i m going to get off the phone with you . and then i m going to call back and i m going to give your supervisor your name because you re obviously incompetent to work here .
Ses03F_script03_2_F027,2,you ve always had a weak head .
Ses03M_impro01_M029,0,what is wrong with you ?
Ses05F_script03_1_M006,3,oh what shall we do if they suddenly walk in on us ?
Ses01F_script01_2_M004,5,how do you know he s even thinking about it ?
Ses04F_impro05_M023,2,i am the current manager on duty .
Ses03F_script01_1_M035,2,i just 
Ses01M_script01_1_M028,2,i don t know it i think of her i grew up next to her . she is what i think of when i think of a wife .
Ses05F_impro05_F011,2,no it didn t turn up at the baggage claim .
Ses01M_script01_3_M038,2, cause you can take those things out of a war . but you have to realize that those things came out of the love that a man can have for another man . . .
Ses03M_script03_2_F004,5,just a little perhaps but nothing serious .
Ses04F_impro01_F022,0,please just put the form in take the picture let me get my license and get the hell out of here . please .
Ses03M_script02_1_M042,1, breathing so what do you think ?
Ses02M_impro01_F009,2,well it s actually 
Ses02M_script02_1_M022,4,why not ?
Ses05F_impro08_M026,1,thank you what s the number ?
Ses05M_impro08_M001,5,this happens every two weeks ?
Ses05F_impro07_M000,1,what
Ses02M_script02_1_M029,1,you know there is like there is a certain mystery here a magic a bit of the unexplainable . i don t see how you cannot be interested .
Ses03F_script01_1_M046,0,now annie s in the middle of all that .
Ses01M_script02_1_M000,1,what time is it ? god this is great isn t it ? i can t believe it .
Ses05F_impro06_F020,2,thanks .
Ses02F_script03_2_M027,0,i m not in the least drunk .
Ses01M_impro05_F024,5,we ve actually . . .
Ses04M_impro07_F014,1,that s great . i mean i m really glad you re not going to go anywhere . you ll still be here .
Ses02M_script01_1_M016,5,you know why i brought annie here don t you ?
Ses02F_impro04_M009,5,but you gotta . otherwise what is what s your other option ?
Ses04F_script03_2_F034,0,very well if you insist on being boorish and idiotic .
Ses02F_impro07_F007,1,i know . i know . and we ll all get to hang out . and i m even though we ll be at like at different parts of the city we can still like . . .
Ses01M_impro03_F022,1,how exciting . you should make her bring all your friends too .
Ses03M_impro05b_F031,2,eh we actually 
Ses02F_impro04_F011,2,it s just really hard . i feel like their starting to get like a personal prejudice against me . you know what i mean ? like it s like suddenly it starts to feel like it s just you that they say no to and it s not that they re not taking applications and it s not that they re not hiring people it s just you particularly they have some particular reason for just hating you . you know ?
Ses02F_script02_2_F000,5,about what ?
Ses04M_script02_2_M032,2,yes it is .
Ses01F_script02_1_F003,4,what flashlight ?
Ses05M_impro02_F010,2,why don t we do that can we can we just leave the country ?
Ses01M_script02_2_F015,0,no we won t . it s pointless it s like a waiting up to see santa claus .
Ses03M_impro06_M011,2,and the worst part of it is that he was in the car with his girlfriend 
Ses01F_script03_1_M000,3,good god .
Ses01F_impro05_M017,5,this is the only track record that we have and if it s not listed here then it s probably not anywhere .
Ses04M_impro03_M007,1,honestly it was kind of quickly . it was actually only in the past couple months .
Ses03F_script01_3_M017,4,why didn t you ?
Ses05M_impro07_M016,1,we are gonna have a great time .
Ses03M_impro05a_M026,0,you re the manager ? you don t know where you work for you don t know where you re at and you re the manager ?
Ses04F_impro01_F013,2,look can you not just help me ?
Ses02M_script01_3_M025,2,well i lost them .
Ses02M_script03_1_M029,1,that was a rouser wasn t it ?
Ses04M_impro05_M014,0,no no because look i don t care what your policy says . i mean 
Ses02F_script03_1_F023,1,charles . that was his name . charles . he did wriggle so beautifully .
Ses03F_impro07_F004,1,i have some better news than that .
Ses01F_script02_1_M027,2,yeah they do .
Ses04F_impro08_F004,5,sir can can you tell me which branch you went to . we can start there .
Ses04F_script03_1_M001,3,i wonder .
Ses05F_script01_1_M031,2,all right then mom .
Ses02M_script02_1_M030,4,for real ?
Ses02M_impro08_M002,5,right . no yes i know . it is it is a little frustrating .
Ses03F_script01_1_M037,2,i grew up with her . okay . all these years when i think of someone i want to be my wife i think of annie . what do you want a diagram ?
Ses04F_impro07_F039,1,yeah . totally .
Ses04F_script03_2_F038,0,stop .
Ses05F_impro02_F006,3,iraq .
Ses02M_impro03_F016,1,did you bring her up on stage too ?
Ses02M_script01_1_M020,2,so it s all right then i ll go ahead with it ?
Ses04M_script03_1_F007,1,certainly . i shall probably do a court curtsey .
Ses04M_impro03_F010,1,oh my god .
Ses03M_impro05b_M030,2,okay . and you re going to give me what for my inconvenience ?
Ses02F_impro01_M004,5,um sorry .
Ses04M_impro04_F002,5,have you gone like signed up with a temp agency ? maybe they can help .
Ses03F_script02_1_F014,2,oh god augie .
Ses04M_impro07_M001,1,i m going to u .s .c . . yeah .
Ses03M_impro04_F005,4,well that s what ? for what job ? who . . .what jobs are you looking for ?
Ses05M_impro07_F001,1,oh for real ?
Ses03M_script01_3_F020,1,i mean why did you wait all these years ? there i was sitting around and wondering if i was crazy for thinking about you .
Ses03M_impro02_F011,2,i don t care about the money .
Ses05F_script01_1_M019,2,you know that s not just my business .
Ses05M_impro02_F019,3,i mean i i know that you re a good soldier but not everybody else is . and what if
Ses04F_impro07_M017,5,that s ridiculous . i don t believe that .
Ses02M_script03_1_F016,3,well what happens if one of us dies does the one that s left still laugh ?
Ses03M_impro03_F028,4,what ?
Ses05F_script03_2_M039,0,turn it off .
Ses02M_impro04_F010,5,that s i mean . there are more factors then just whether you re good or not you know what i mean like
Ses04F_impro02_M006,2,i ll believe it but i ll believe it but it i don t know that that s going to happen .
Ses04M_script01_3_M030,2,and i got this idea watching them go down everything was being destroyed see ? but to me it seemed there was one new thing that was made 
Ses04M_script01_3_M034,2,to open that bank book to drive the new car to see the new refrigerator . i mean you can take these things out of a war but when you drive the new car you have to know that it came out of the love a man can have for a man .
Ses04M_script01_1_M001,5,he was out here when it broke .
Ses04M_impro06_F010,2,i mean we can be grateful for that .
Ses05F_script02_1_M027,2,we weren t in a good spot .
Ses01F_impro01_F013,2,how long have you been working here ?
Ses01M_impro04_M010,2,i guess i just getting really hard to fake you know .
Ses04F_impro07_M018,5,seriously what s your major ?
Ses03F_impro07_F019,1,top five in the nation .
Ses04M_script01_1_M033,2,i ve given it three years of thought . i d hope that if
Ses03F_script02_1_M016,1,i wonder if they can hear us talk . or hear the vibrations in the sand when we move .
Ses03M_impro08a_M005,5,so what exactly is the problem ?
Ses02F_impro06_M012,5,yeah exactly . he s made a big impact on a lot of people . and
Ses05M_script01_3_F019,2,even in your letters there was something ashamed .
